country	env	year	loc	lat	lon	genotype	set	project	date_planted	date_emerged	BLUE_DTA	SE_DTA
usa	2015_nTX	2015	nTX	33.6898	-101.8253	CML373	test_genotype	Maize ATLAS	4/20/15	5/1/15	86.2	1
usa	2015_nTX	2015	nTX	33.6898	-101.8253	LH123Ht	control_group2	Maize ATLAS	4/20/15	5/1/15	80.4	0.9
usa	2015_nTX	2015	nTX	33.6898	-101.8253	Tzi8	test_genotype	Maize ATLAS	4/20/15	5/1/15	85.4	1
usa	2015_nTX	2015	nTX	33.6898	-101.8253	Tzi9	test_genotype	Maize ATLAS	4/20/15	5/1/15	86.4	1
usa	2016_nTX	2016	nTX	33.6898	-101.8253	2369	control_group2	Maize ATLAS	4/25/16	5/4/16	71	0.6
usa	2016_nTX	2016	nTX	33.6898	-101.8253	CML10	test_genotype	Maize ATLAS	4/25/16	5/4/16	80.5	0.7
usa	2016_nTX	2016	nTX	33.6898	-101.8253	CML258	test_genotype	Maize ATLAS	4/25/16	5/4/16	82.9	0.7
usa	2016_nTX	2016	nTX	33.6898	-101.8253	CML277	test_genotype	Maize ATLAS	4/25/16	5/4/16	81.2	0.7
usa	2016_nTX	2016	nTX	33.6898	-101.8253	CML341	test_genotype	Maize ATLAS	4/25/16	5/4/16	76.9	0.7
usa	2016_nTX	2016	nTX	33.6898	-101.8253	CML373	test_genotype	Maize ATLAS	4/25/16	5/4/16	78.4	0.7
usa	2016_nTX	2016	nTX	33.6898	-101.8253	LH123Ht	control_group2	Maize ATLAS	4/25/16	5/4/16	73.1	0.6
usa	2016_nTX	2016	nTX	33.6898	-101.8253	Tzi8	test_genotype	Maize ATLAS	4/25/16	5/4/16	78.9	0.7
usa	2016_nTX	2016	nTX	33.6898	-101.8253	Tzi9	test_genotype	Maize ATLAS	4/25/16	5/4/16	78.2	0.7
usa	2006_GA	2006	GA	31.4337	-83.58499	B37	control_group1	MDR	4/3/06	4/11/06	64	1
usa	2006_GA	2006	GA	31.4337	-83.58499	B73	control_group1	MDR	4/3/06	4/11/06	63	1
usa	2006_GA	2006	GA	31.4337	-83.58499	CML10	test_genotype	MDR	4/3/06	4/11/06	75	1
usa	2006_GA	2006	GA	31.4337	-83.58499	CML258	test_genotype	MDR	4/3/06	4/11/06	78.5	1
usa	2006_GA	2006	GA	31.4337	-83.58499	CML277	test_genotype	MDR	4/3/06	4/11/06	71.5	1
usa	2006_GA	2006	GA	31.4337	-83.58499	CML341	test_genotype	MDR	4/3/06	4/11/06	74	1
usa	2006_GA	2006	GA	31.4337	-83.58499	M37W	control_group1	MDR	4/3/06	4/11/06	68.2	1.4
usa	2006_GA	2006	GA	31.4337	-83.58499	Tzi8	test_genotype	MDR	4/3/06	4/11/06	71	1
usa	2006_GA	2006	GA	31.4337	-83.58499	Tzi9	test_genotype	MDR	4/3/06	4/11/06	70	1
usa	2015_cTX	2015	cTX	30.538	-96.4257	2369	control_group2	Maize ATLAS	4/3/15	4/9/15	65	1.6
usa	2015_cTX	2015	cTX	30.538	-96.4257	CML10	test_genotype	Maize ATLAS	4/3/15	4/9/15	70.4	1.6
usa	2015_cTX	2015	cTX	30.538	-96.4257	CML258	test_genotype	Maize ATLAS	4/3/15	4/9/15	81.7	1.6
usa	2015_cTX	2015	cTX	30.538	-96.4257	CML277	test_genotype	Maize ATLAS	4/3/15	4/9/15	71.8	1.6
usa	2015_cTX	2015	cTX	30.538	-96.4257	CML341	test_genotype	Maize ATLAS	4/3/15	4/9/15	69.8	1.6
usa	2015_cTX	2015	cTX	30.538	-96.4257	CML373	test_genotype	Maize ATLAS	4/3/15	4/9/15	73	1.6
usa	2015_cTX	2015	cTX	30.538	-96.4257	LH123Ht	control_group2	Maize ATLAS	4/3/15	4/9/15	67.2	1.6
usa	2015_cTX	2015	cTX	30.538	-96.4257	Tzi8	test_genotype	Maize ATLAS	4/3/15	4/9/15	72.8	1.6
usa	2015_cTX	2015	cTX	30.538	-96.4257	Tzi9	test_genotype	Maize ATLAS	4/3/15	4/9/15	69.9	1.6
usa	2016_cTX	2016	cTX	30.538	-96.4257	2369	control_group2	Maize ATLAS	3/28/16	4/6/16	72.7	1.2
usa	2016_cTX	2016	cTX	30.538	-96.4257	CML10	test_genotype	Maize ATLAS	3/28/16	4/6/16	79.2	1.3
usa	2016_cTX	2016	cTX	30.538	-96.4257	CML258	test_genotype	Maize ATLAS	3/28/16	4/6/16	89.4	1.3
usa	2016_cTX	2016	cTX	30.538	-96.4257	CML277	test_genotype	Maize ATLAS	3/28/16	4/6/16	79.9	1.3
usa	2016_cTX	2016	cTX	30.538	-96.4257	CML341	test_genotype	Maize ATLAS	3/28/16	4/6/16	78.4	1.3
usa	2016_cTX	2016	cTX	30.538	-96.4257	CML373	test_genotype	Maize ATLAS	3/28/16	4/6/16	80.9	1.3
usa	2016_cTX	2016	cTX	30.538	-96.4257	LH123Ht	control_group2	Maize ATLAS	3/28/16	4/6/16	75.2	1.2
usa	2016_cTX	2016	cTX	30.538	-96.4257	Tzi8	test_genotype	Maize ATLAS	3/28/16	4/6/16	83.3	1.3
usa	2016_cTX	2016	cTX	30.538	-96.4257	Tzi9	test_genotype	Maize ATLAS	3/28/16	4/6/16	77.8	1.3
usa	FL06	2006	FL	25.5033	-80.50554	B37	control_group1	Panzea	9/22/06	9/26/06	64.2	3.1
usa	FL06	2006	FL	25.5033	-80.50554	B73	control_group1	Panzea	9/22/06	9/26/06	63.8	0.2
usa	FL06	2006	FL	25.5033	-80.50554	CML10	test_genotype	Panzea	9/22/06	9/26/06	70.1	3.1
usa	FL06	2006	FL	25.5033	-80.50554	CML258	test_genotype	Panzea	9/22/06	9/26/06	73.9	3.1
usa	FL06	2006	FL	25.5033	-80.50554	CML277	test_genotype	Panzea	9/22/06	9/26/06	69.5	1.1
usa	FL06	2006	FL	25.5033	-80.50554	CML341	test_genotype	Panzea	9/22/06	9/26/06	61.3	3.1
usa	FL06	2006	FL	25.5033	-80.50554	M37W	control_group1	Panzea	9/22/06	9/26/06	67.6	1
usa	FL06	2006	FL	25.5033	-80.50554	Mo17	control_group1	Panzea	9/22/06	9/26/06	56.4	0.9
usa	FL06	2006	FL	25.5033	-80.50554	Oh43	control_group1	Panzea	9/22/06	9/26/06	53.4	1.1
usa	FL06	2006	FL	25.5033	-80.50554	Tzi8	test_genotype	Panzea	9/22/06	9/26/06	68.1	1
usa	FL06	2006	FL	25.5033	-80.50554	Tzi9	test_genotype	Panzea	9/22/06	9/26/06	66.1	3
usa	FL07	2007	FL	25.5033	-80.50554	B37	control_group1	Panzea	10/9/07	10/13/07	62.5	1.3
usa	FL07	2007	FL	25.5033	-80.50554	B73	control_group1	Panzea	10/9/07	10/13/07	66.1	0.3
usa	FL07	2007	FL	25.5033	-80.50554	CML10	test_genotype	Panzea	10/9/07	10/13/07	70.8	1.4
usa	FL07	2007	FL	25.5033	-80.50554	CML258	test_genotype	Panzea	10/9/07	10/13/07	73.7	1.6
usa	FL07	2007	FL	25.5033	-80.50554	CML277	test_genotype	Panzea	10/9/07	10/13/07	72.6	0.6
usa	FL07	2007	FL	25.5033	-80.50554	CML341	test_genotype	Panzea	10/9/07	10/13/07	68.1	1.6
usa	FL07	2007	FL	25.5033	-80.50554	M37W	control_group1	Panzea	10/9/07	10/13/07	66.8	0.6
usa	FL07	2007	FL	25.5033	-80.50554	Mo17	control_group1	Panzea	10/9/07	10/13/07	60.2	0.4
usa	FL07	2007	FL	25.5033	-80.50554	Oh43	control_group1	Panzea	10/9/07	10/13/07	56	0.8
usa	FL07	2007	FL	25.5033	-80.50554	Tzi8	test_genotype	Panzea	10/9/07	10/13/07	70.7	0.7
usa	FL07	2007	FL	25.5033	-80.50554	Tzi9	test_genotype	Panzea	10/9/07	10/13/07	67.7	1.5
usa	2015_FL	2015	FL	25.5033	-80.5055	2369	control_group2	Maize ATLAS	10/14/15	10/18/15	57.7	0.1
usa	2015_FL	2015	FL	25.5033	-80.5055	CML10	test_genotype	Maize ATLAS	10/14/15	10/18/15	64.8	0.2
usa	2015_FL	2015	FL	25.5033	-80.5055	CML258	test_genotype	Maize ATLAS	10/14/15	10/18/15	68.3	0.2
usa	2015_FL	2015	FL	25.5033	-80.5055	CML277	test_genotype	Maize ATLAS	10/14/15	10/18/15	63.9	0.2
usa	2015_FL	2015	FL	25.5033	-80.5055	CML341	test_genotype	Maize ATLAS	10/14/15	10/18/15	60.9	0.2
usa	2015_FL	2015	FL	25.5033	-80.5055	CML373	test_genotype	Maize ATLAS	10/14/15	10/18/15	63.6	0.2
usa	2015_FL	2015	FL	25.5033	-80.5055	LH123Ht	control_group2	Maize ATLAS	10/14/15	10/18/15	58.8	0.1
usa	2015_FL	2015	FL	25.5033	-80.5055	Tzi8	test_genotype	Maize ATLAS	10/14/15	10/18/15	63.2	0.2
usa	2015_FL	2015	FL	25.5033	-80.5055	Tzi9	test_genotype	Maize ATLAS	10/14/15	10/18/15	61.5	0.2
usa	2016_FL	2016	FL	25.5033	-80.5055	2369	control_group2	Maize ATLAS	9/25/16	9/30/16	63.4	0.2
usa	2016_FL	2016	FL	25.5033	-80.5055	CML10	test_genotype	Maize ATLAS	9/25/16	9/30/16	68.3	0.4
usa	2016_FL	2016	FL	25.5033	-80.5055	CML258	test_genotype	Maize ATLAS	9/25/16	9/30/16	74.1	0.4
usa	2016_FL	2016	FL	25.5033	-80.5055	CML277	test_genotype	Maize ATLAS	9/25/16	9/30/16	68.2	0.4
usa	2016_FL	2016	FL	25.5033	-80.5055	CML341	test_genotype	Maize ATLAS	9/25/16	9/30/16	65.9	0.4
usa	2016_FL	2016	FL	25.5033	-80.5055	CML373	test_genotype	Maize ATLAS	9/25/16	9/30/16	67.9	0.4
usa	2016_FL	2016	FL	25.5033	-80.5055	LH123Ht	control_group2	Maize ATLAS	9/25/16	9/30/16	64.1	0.2
usa	2016_FL	2016	FL	25.5033	-80.5055	Tzi8	test_genotype	Maize ATLAS	9/25/16	9/30/16	68.9	0.4
usa	2016_FL	2016	FL	25.5033	-80.5055	Tzi9	test_genotype	Maize ATLAS	9/25/16	9/30/16	66.3	0.4
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	2369	control_group2	PhotoGrid	1/9/23	1/15/23	66.5	1.2
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	B37	control_group1	PhotoGrid	1/9/23	1/15/23	68	1.7
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	B73	control_group1	PhotoGrid	1/9/23	1/15/23	67.8	0.4
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	CML10	test_genotype	PhotoGrid	1/9/23	1/15/23	75.5	0.9
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	CML258	test_genotype	PhotoGrid	1/9/23	1/15/23	83.4	0.9
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	CML277	test_genotype	PhotoGrid	1/9/23	1/15/23	75.6	0.9
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	CML341	test_genotype	PhotoGrid	1/9/23	1/15/23	71.8	1.2
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	CML373	test_genotype	PhotoGrid	1/9/23	1/15/23	72.8	1.2
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	LH123Ht	control_group2	PhotoGrid	1/9/23	1/15/23	63.7	1.7
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	M37W	control_group1	PhotoGrid	1/9/23	1/15/23	71.3	1.7
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	Mo17	control_group1	PhotoGrid	1/9/23	1/15/23	62.2	1.7
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	Oh43	control_group1	PhotoGrid	1/9/23	1/15/23	63.2	1.7
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	Tzi8	test_genotype	PhotoGrid	1/9/23	1/15/23	77.3	0.9
mexico	2023_Mex	2023	Mex	20.81292	-105.22242	Tzi9	test_genotype	PhotoGrid	1/9/23	1/15/23	69.7	0.9
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	B37	control_group1	Panzea	11/10/06	11/14/06	59	1.7
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	B73	control_group1	Panzea	11/10/06	11/14/06	56.4	0.5
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	CML10	test_genotype	Panzea	11/10/06	11/14/06	67	1.7
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	CML258	test_genotype	Panzea	11/10/06	11/14/06	71.5	1.4
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	CML277	test_genotype	Panzea	11/10/06	11/14/06	63	0.9
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	CML341	test_genotype	Panzea	11/10/06	11/14/06	60	1.7
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	M37W	control_group1	Panzea	11/10/06	11/14/06	58.8	0.9
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	Mo17	control_group1	Panzea	11/10/06	11/14/06	53.2	0.7
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	Oh43	control_group1	Panzea	11/10/06	11/14/06	52.1	0.8
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	Tzi8	test_genotype	Panzea	11/10/06	11/14/06	66.1	1.1
Porto_Rico	PR06	2006	PR	18.0054	-66.3832	Tzi9	test_genotype	Panzea	11/10/06	11/14/06	62	1.8
Porto_Rico	2015_PR	2015	PR	18.0054	-66.3832	2369	control_group2	Maize ATLAS	11/19/15	11/23/15	56.2	0.5
Porto_Rico	2015_PR	2015	PR	18.0054	-66.3832	CML10	test_genotype	Maize ATLAS	11/19/15	11/23/15	61.2	0.6
Porto_Rico	2015_PR	2015	PR	18.0054	-66.3832	CML258	test_genotype	Maize ATLAS	11/19/15	11/23/15	67.2	0.7
Porto_Rico	2015_PR	2015	PR	18.0054	-66.3832	CML277	test_genotype	Maize ATLAS	11/19/15	11/23/15	60.6	0.6
Porto_Rico	2015_PR	2015	PR	18.0054	-66.3832	CML341	test_genotype	Maize ATLAS	11/19/15	11/23/15	58.6	0.6
Porto_Rico	2015_PR	2015	PR	18.0054	-66.3832	CML373	test_genotype	Maize ATLAS	11/19/15	11/23/15	60.8	0.6
Porto_Rico	2015_PR	2015	PR	18.0054	-66.3832	LH123Ht	control_group2	Maize ATLAS	11/19/15	11/23/15	57.6	0.5
Porto_Rico	2015_PR	2015	PR	18.0054	-66.3832	Tzi8	test_genotype	Maize ATLAS	11/19/15	11/23/15	63.6	0.6
Porto_Rico	2015_PR	2015	PR	18.0054	-66.3832	Tzi9	test_genotype	Maize ATLAS	11/19/15	11/23/15	61.2	0.6
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	2369	control_group2	PhotoGrid	12/3/22	12/7/22	68.8	3.1
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	B37	control_group1	PhotoGrid	12/3/22	12/7/22	65	4.3
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	B73	control_group1	PhotoGrid	12/3/22	12/7/22	69.7	1.8
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	CML10	test_genotype	PhotoGrid	12/3/22	12/7/22	74.6	3.1
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	CML258	test_genotype	PhotoGrid	12/3/22	12/7/22	88.5	3.1
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	CML277	test_genotype	PhotoGrid	12/3/22	12/7/22	72.1	1.8
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	CML341	test_genotype	PhotoGrid	12/3/22	12/7/22	76.2	1.8
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	CML373	test_genotype	PhotoGrid	12/3/22	12/7/22	73.7	3.1
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	LH123Ht	control_group2	PhotoGrid	12/3/22	12/7/22	65	4.3
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	M37W	control_group1	PhotoGrid	12/3/22	12/7/22	68.3	4.3
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	Mo17	control_group1	PhotoGrid	12/3/22	12/7/22	64.5	4.3
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	Oh43	control_group1	PhotoGrid	12/3/22	12/7/22	59.3	4.3
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	Tzi8	test_genotype	PhotoGrid	12/3/22	12/7/22	79.1	1.8
senegal	2022_Sen	2022	Sen	13.75776	-15.78524	Tzi9	test_genotype	PhotoGrid	12/3/22	12/7/22	72.5	1.8
