country	loc	year	env	lat	lon	genotype	set	project	date_planted	date_emerged	bvpti_platform	BLUE_DTA	SE_DTA	BLUE_DTA_date	BLUE_DTA_Tt_EqS2	BLUE_DTA_em_Tt_EqS2	BLUE_DTA_em_Tt_EqS2_adjusted	date_DLs	doy_DLs	daylength_DLs
usa	clayNC	2005	2005_NC	35.66883	-78.49391	Tzi9	test_genotype	MDR	4/21/05	5/1/05	302.48	80.50	1.20	7/10/05	909.73	840.12	805.93	6/3/05	154	15.41
usa	clayNC	2006	2006_NC	35.66883	-78.49391	B37	control_group1	MDR	4/18/06	4/25/06	248.57	78.50	1.60	7/5/06	859.66	794.82	740.56	5/25/06	145	15.23
usa	clayNC	2006	NC06	35.66883	-78.49391	B37	control_group1	Panzea	5/1/06	5/10/06	248.57	70.80	1.20	7/10/06	840.43	768.49	743.16	6/1/06	152	15.38
usa	clayNC	2006	2006_NC	35.66883	-78.49391	B73	control_group1	MDR	4/18/06	4/25/06	300.39	80.50	1.60	7/7/06	882.10	817.27	763.00	5/29/06	149	15.32
usa	clayNC	2006	NC06	35.66883	-78.49391	B73	control_group1	Panzea	5/1/06	5/10/06	300.39	71.70	0.30	7/11/06	855.51	783.57	758.24	6/6/06	157	15.46
usa	clayNC	2006	2006_NC	35.66883	-78.49391	CML10	test_genotype	MDR	4/18/06	4/25/06	367.36	97.00	1.60	7/24/06	1141.66	1076.82	1022.56	6/3/06	154	15.41
usa	clayNC	2006	NC06	35.66883	-78.49391	CML10	test_genotype	Panzea	5/1/06	5/10/06	367.36	91.60	1.20	7/31/06	1174.89	1102.95	1077.62	6/11/06	162	15.52
usa	clayNC	2006	2006_NC	35.66883	-78.49391	CML258	test_genotype	MDR	4/18/06	4/25/06	379.34	97.50	1.60	7/24/06	1141.66	1076.82	1022.56	6/4/06	155	15.43
usa	clayNC	2006	NC06	35.66883	-78.49391	CML258	test_genotype	Panzea	5/1/06	5/10/06	379.34	94.30	1.20	8/3/06	1223.57	1151.63	1126.30	6/12/06	163	15.53
usa	clayNC	2006	2006_NC	35.66883	-78.49391	CML277	test_genotype	MDR	4/18/06	4/25/06	398.71	90.50	1.60	7/17/06	1034.53	969.69	915.43	6/6/06	157	15.46
usa	clayNC	2006	NC06	35.66883	-78.49391	CML277	test_genotype	Panzea	5/1/06	5/10/06	398.71	87.60	0.50	7/27/06	1110.04	1038.10	1012.77	6/14/06	165	15.55
usa	clayNC	2006	2006_NC	35.66883	-78.49391	CML341	test_genotype	MDR	4/18/06	4/25/06	351.15	92.00	1.60	7/19/06	1066.70	1001.87	947.60	6/2/06	153	15.40
usa	clayNC	2006	NC06	35.66883	-78.49391	CML341	test_genotype	Panzea	5/1/06	5/10/06	351.15	87.50	1.20	7/27/06	1110.04	1038.10	1012.77	6/10/06	161	15.51
usa	clayNC	2006	2006_NC	35.66883	-78.49391	M37W	control_group1	MDR	4/18/06	4/25/06	358.92	82.00	1.60	7/9/06	905.98	841.14	786.87	6/2/06	153	15.40
usa	clayNC	2006	NC06	35.66883	-78.49391	M37W	control_group1	Panzea	5/1/06	5/10/06	358.92	77.20	0.70	7/17/06	953.08	881.14	855.81	6/10/06	161	15.51
usa	clayNC	2006	NC06	35.66883	-78.49391	Mo17	control_group1	Panzea	5/1/06	5/10/06	277.97	70.30	0.40	7/10/06	840.43	768.49	743.16	6/4/06	155	15.43
usa	clayNC	2006	NC06	35.66883	-78.49391	Oh43	control_group1	Panzea	5/1/06	5/10/06	240.21	68.30	0.70	7/8/06	814.29	742.34	717.01	6/1/06	152	15.38
usa	clayNC	2006	2006_NC	35.66883	-78.49391	Tzi8	test_genotype	MDR	4/18/06	4/25/06	266.38	85.00	1.60	7/12/06	951.94	887.10	832.84	5/27/06	147	15.28
usa	clayNC	2006	NC06	35.66883	-78.49391	Tzi8	test_genotype	Panzea	5/1/06	5/10/06	266.38	83.70	0.50	7/23/06	1048.42	976.48	951.15	6/3/06	154	15.41
usa	clayNC	2006	2006_NC	35.66883	-78.49391	Tzi9	test_genotype	MDR	4/18/06	4/25/06	302.48	83.50	1.60	7/10/06	920.27	855.43	801.16	5/29/06	149	15.32
usa	clayNC	2006	NC06	35.66883	-78.49391	Tzi9	test_genotype	Panzea	5/1/06	5/10/06	302.48	78.60	1.20	7/18/06	969.03	897.08	871.76	6/6/06	157	15.46
usa	clayNC	2007	2007_NC	35.66883	-78.49391	B37	control_group1	MDR	4/23/07	4/28/07	248.57	72.50	2.00	7/4/07	872.99	811.67	743.18	5/23/07	143	15.18
usa	clayNC	2007	NC07	35.66883	-78.49391	B37	control_group1	Panzea	4/30/07	5/8/07	248.57	69.60	1.10	7/8/07	862.05	795.90	769.30	5/30/07	150	15.34
usa	clayNC	2007	2007_NC	35.66883	-78.49391	B73	control_group1	MDR	4/23/07	4/28/07	300.39	73.50	2.00	7/5/07	887.90	826.58	758.09	5/27/07	147	15.28
usa	clayNC	2007	NC07	35.66883	-78.49391	B73	control_group1	Panzea	4/30/07	5/8/07	300.39	69.70	0.10	7/8/07	862.05	795.90	769.30	6/3/07	154	15.41
usa	clayNC	2007	2007_NC	35.66883	-78.49391	CML10	test_genotype	MDR	4/23/07	4/28/07	367.36	86.50	2.00	7/18/07	1086.20	1024.88	956.38	6/1/07	152	15.38
usa	clayNC	2007	NC07	35.66883	-78.49391	CML10	test_genotype	Panzea	4/30/07	5/8/07	367.36	94.20	1.10	8/2/07	1243.34	1177.19	1150.58	6/8/07	159	15.49
usa	clayNC	2007	2007_NC	35.66883	-78.49391	CML258	test_genotype	MDR	4/23/07	4/28/07	379.34	91.00	2.00	7/23/07	1157.19	1095.88	1027.38	6/2/07	153	15.40
usa	clayNC	2007	NC07	35.66883	-78.49391	CML258	test_genotype	Panzea	4/30/07	5/8/07	379.34	94.60	1.20	8/2/07	1243.34	1177.19	1150.58	6/9/07	160	15.50
usa	clayNC	2007	2007_NC	35.66883	-78.49391	CML277	test_genotype	MDR	4/23/07	4/28/07	398.71	83.50	2.00	7/15/07	1039.13	977.81	909.31	6/4/07	155	15.43
usa	clayNC	2007	NC07	35.66883	-78.49391	CML277	test_genotype	Panzea	4/30/07	5/8/07	398.71	85.20	0.40	7/24/07	1104.47	1038.32	1011.71	6/10/07	161	15.51
usa	clayNC	2007	2007_NC	35.66883	-78.49391	CML341	test_genotype	MDR	4/23/07	4/28/07	351.15	84.50	2.00	7/16/07	1055.12	993.80	925.31	5/31/07	151	15.36
usa	clayNC	2007	NC07	35.66883	-78.49391	CML341	test_genotype	Panzea	4/30/07	5/8/07	351.15	84.60	0.90	7/23/07	1090.27	1024.12	997.51	6/7/07	158	15.48
usa	clayNC	2007	2007_NC	35.66883	-78.49391	M37W	control_group1	MDR	4/23/07	4/28/07	358.92	75.50	2.00	7/7/07	918.98	857.67	789.17	6/1/07	152	15.38
usa	clayNC	2007	NC07	35.66883	-78.49391	M37W	control_group1	Panzea	4/30/07	5/8/07	358.92	73.50	0.40	7/12/07	926.45	860.30	833.69	6/8/07	159	15.49
usa	clayNC	2007	NC07	35.66883	-78.49391	Mo17	control_group1	Panzea	4/30/07	5/8/07	277.97	67.60	0.30	7/6/07	830.65	764.50	737.89	6/2/07	153	15.40
usa	clayNC	2007	NC07	35.66883	-78.49391	Oh43	control_group1	Panzea	4/30/07	5/8/07	240.21	65.70	0.40	7/4/07	799.96	733.81	707.21	5/30/07	150	15.34
usa	clayNC	2007	2007_NC	35.66883	-78.49391	Tzi8	test_genotype	MDR	4/23/07	4/28/07	266.38	81.50	2.00	7/13/07	1010.36	949.05	880.55	5/25/07	145	15.23
usa	clayNC	2007	NC07	35.66883	-78.49391	Tzi8	test_genotype	Panzea	4/30/07	5/8/07	266.38	81.20	0.40	7/20/07	1049.87	983.72	957.11	6/1/07	152	15.38
usa	clayNC	2007	2007_NC	35.66883	-78.49391	Tzi9	test_genotype	MDR	4/23/07	4/28/07	302.48	80.00	2.00	7/12/07	996.76	935.44	866.94	5/28/07	148	15.30
usa	clayNC	2007	NC07	35.66883	-78.49391	Tzi9	test_genotype	Panzea	4/30/07	5/8/07	302.48	81.00	1.00	7/20/07	1049.87	983.72	957.11	6/4/07	155	15.43
usa	clayNC	2015	2015_NC	35.66883	-78.4969	2369	control_group2	Maize ATLAS	4/29/15	5/7/15	283.11	66.00	0.30	7/4/15	986.31	916.46	789.68	5/27/15	147	15.28
usa	clayNC	2015	2015_NC	35.66883	-78.4969	CML10	test_genotype	Maize ATLAS	4/29/15	5/7/15	367.36	78.40	0.50	7/16/15	1196.55	1126.70	999.92	6/1/15	152	15.38
usa	clayNC	2015	2015_NC	35.66883	-78.4969	CML258	test_genotype	Maize ATLAS	4/29/15	5/7/15	379.34	88.60	0.90	7/26/15	1372.41	1302.56	1175.78	6/2/15	153	15.40
usa	clayNC	2015	2015_NC	35.66883	-78.4969	CML277	test_genotype	Maize ATLAS	4/29/15	5/7/15	398.71	78.00	0.40	7/16/15	1196.55	1126.70	999.92	6/3/15	154	15.41
usa	clayNC	2015	2015_NC	35.66883	-78.4969	CML341	test_genotype	Maize ATLAS	4/29/15	5/7/15	351.15	76.40	0.40	7/14/15	1161.68	1091.83	965.05	5/31/15	151	15.36
usa	clayNC	2015	2015_NC	35.66883	-78.4969	CML373	test_genotype	Maize ATLAS	4/29/15	5/7/15	367.91	72.90	0.40	7/10/15	1091.62	1021.77	894.99	6/1/15	152	15.38
usa	clayNC	2015	2015_NC	35.66883	-78.4969	LH123Ht	control_group2	Maize ATLAS	4/29/15	5/7/15	287.64	68.60	0.30	7/6/15	1020.72	950.87	824.09	5/27/15	147	15.28
usa	clayNC	2015	2015_NC	35.66883	-78.4969	Tzi8	test_genotype	Maize ATLAS	4/29/15	5/7/15	266.38	79.60	0.40	7/17/15	1214.02	1144.17	1017.39	5/26/15	146	15.25
usa	clayNC	2015	2015_NC	35.66883	-78.4969	Tzi9	test_genotype	Maize ATLAS	4/29/15	5/7/15	302.48	73.10	0.40	7/11/15	1109.61	1039.76	912.98	5/28/15	148	15.30
usa	clayNC	2016	2016_NC	35.66883	-78.4969	2369	control_group2	Maize ATLAS	4/14/16	4/24/16	283.11	75.20	0.30	6/28/16	981.16	906.54	789.92	5/19/16	140	15.11
usa	clayNC	2016	2016_NC	35.66883	-78.4969	CML10	test_genotype	Maize ATLAS	4/14/16	4/24/16	367.36	86.70	0.40	7/9/16	1172.13	1097.52	980.90	5/27/16	148	15.30
usa	clayNC	2016	2016_NC	35.66883	-78.4969	CML258	test_genotype	Maize ATLAS	4/14/16	4/24/16	379.34	96.30	0.40	7/19/16	1351.73	1277.11	1160.49	5/27/16	148	15.30
usa	clayNC	2016	2016_NC	35.66883	-78.4969	CML277	test_genotype	Maize ATLAS	4/14/16	4/24/16	398.71	87.90	0.40	7/10/16	1190.01	1115.40	998.78	5/29/16	150	15.34
usa	clayNC	2016	2016_NC	35.66883	-78.4969	CML341	test_genotype	Maize ATLAS	4/14/16	4/24/16	351.15	84.90	0.40	7/7/16	1137.01	1062.40	945.78	5/26/16	147	15.28
usa	clayNC	2016	2016_NC	35.66883	-78.4969	CML373	test_genotype	Maize ATLAS	4/14/16	4/24/16	367.91	83.20	0.40	7/6/16	1119.21	1044.59	927.97	5/27/16	148	15.30
usa	clayNC	2016	2016_NC	35.66883	-78.4969	LH123Ht	control_group2	Maize ATLAS	4/14/16	4/24/16	287.64	77.90	0.30	6/30/16	1015.09	940.47	823.85	5/20/16	141	15.13
usa	clayNC	2016	2016_NC	35.66883	-78.4969	Tzi8	test_genotype	Maize ATLAS	4/14/16	4/24/16	266.38	87.60	0.40	7/10/16	1190.01	1115.40	998.78	5/17/16	138	15.05
usa	clayNC	2016	2016_NC	35.66883	-78.4969	Tzi9	test_genotype	Maize ATLAS	4/14/16	4/24/16	302.48	83.00	0.40	7/6/16	1119.21	1044.59	927.97	5/21/16	142	15.16
usa	andrNC	2005	2005_andrNC	35.19112	-83.87189	B37	control_group1	MDR	5/12/05	5/18/05	248.57	69.50	1.70	7/20/05	759.66	694.13	753.66	6/9/05	160	15.45
usa	andrNC	2005	2005_andrNC	35.19112	-83.87189	B73	control_group1	MDR	5/12/05	5/18/05	300.39	68.00	1.70	7/19/05	744.98	679.45	738.98	6/15/05	166	15.50
usa	andrNC	2005	2005_andrNC	35.19112	-83.87189	CML10	test_genotype	MDR	5/12/05	5/18/05	367.36	88.50	1.70	8/8/05	1017.38	951.84	1011.37	6/27/05	178	15.51
usa	andrNC	2005	2005_andrNC	35.19112	-83.87189	CML258	test_genotype	MDR	5/12/05	5/18/05	379.34	85.50	1.70	8/5/05	980.82	915.29	974.82	6/28/05	179	15.51
usa	andrNC	2005	2005_andrNC	35.19112	-83.87189	CML277	test_genotype	MDR	5/12/05	5/18/05	398.71	79.00	1.70	7/30/05	904.87	839.33	898.86	6/29/05	180	15.50
usa	andrNC	2005	2005_andrNC	35.19112	-83.87189	CML341	test_genotype	MDR	5/12/05	5/18/05	351.15	81.00	1.70	8/1/05	931.53	865.99	925.52	6/26/05	177	15.52
usa	andrNC	2005	2005_andrNC	35.19112	-83.87189	M37W	control_group1	MDR	5/12/05	5/18/05	358.92	72.00	1.70	7/23/05	803.80	738.27	797.80	6/26/05	177	15.52
usa	andrNC	2005	2005_andrNC	35.19112	-83.87189	Tzi8	test_genotype	MDR	5/12/05	5/18/05	266.38	79.00	1.70	7/30/05	904.87	839.33	898.86	6/11/05	162	15.47
usa	andrNC	2005	2005_andrNC	35.19112	-83.87189	Tzi9	test_genotype	MDR	5/12/05	5/18/05	302.48	74.00	1.70	7/25/05	833.04	767.50	827.03	6/15/05	166	15.50
usa	andrNC	2006	2006_andrNC	35.19112	-83.87189	B37	control_group1	MDR	5/10/06	5/24/06	248.57	70.50	2.30	7/19/06	788.39	698.42	772.71	6/20/06	171	15.52
usa	andrNC	2006	2006_andrNC	35.19112	-83.87189	B73	control_group1	MDR	5/10/06	5/24/06	300.39	68.50	2.30	7/17/06	760.70	670.73	745.02	6/24/06	175	15.52
usa	andrNC	2006	2006_andrNC	35.19112	-83.87189	CML10	test_genotype	MDR	5/10/06	5/24/06	367.36	90.00	2.30	8/8/06	1078.10	988.13	1062.42	7/1/06	182	15.49
usa	andrNC	2006	2006_andrNC	35.19112	-83.87189	CML258	test_genotype	MDR	5/10/06	5/24/06	379.34	91.00	2.30	8/9/06	1092.50	1002.52	1076.81	7/2/06	183	15.48
usa	andrNC	2006	2006_andrNC	35.19112	-83.87189	CML277	test_genotype	MDR	5/10/06	5/24/06	398.71	84.50	2.30	8/2/06	987.71	897.74	972.02	7/3/06	184	15.47
usa	andrNC	2006	2006_andrNC	35.19112	-83.87189	CML341	test_genotype	MDR	5/10/06	5/24/06	351.15	85.00	2.30	8/3/06	1002.95	912.97	987.26	6/30/06	181	15.50
usa	andrNC	2006	2006_andrNC	35.19112	-83.87189	M37W	control_group1	MDR	5/10/06	5/24/06	358.92	70.50	2.30	7/19/06	788.39	698.42	772.71	6/30/06	181	15.50
usa	andrNC	2006	2006_andrNC	35.19112	-83.87189	Tzi8	test_genotype	MDR	5/10/06	5/24/06	266.38	80.50	2.30	7/29/06	930.47	840.49	914.78	6/21/06	172	15.53
usa	andrNC	2006	2006_andrNC	35.19112	-83.87189	Tzi9	test_genotype	MDR	5/10/06	5/24/06	302.48	77.50	2.30	7/26/06	888.09	798.12	872.41	6/24/06	175	15.52
usa	nTX	2015	2015_nTX	33.6898	-101.8253	2369	control_group2	Maize ATLAS	4/20/15	5/1/15	283.11	77.20	0.90	7/6/15	809.25	740.55	790.88	6/3/15	154	15.21
usa	nTX	2015	2015_nTX	33.6898	-101.8253	CML10	test_genotype	Maize ATLAS	4/20/15	5/1/15	367.36	87.50	1.00	7/16/15	944.10	875.40	925.73	6/9/15	160	15.29
usa	nTX	2015	2015_nTX	33.6898	-101.8253	CML258	test_genotype	Maize ATLAS	4/20/15	5/1/15	379.34	NA	NA	NA	NA	NA	NA	6/10/15	161	15.30
usa	nTX	2015	2015_nTX	33.6898	-101.8253	CML277	test_genotype	Maize ATLAS	4/20/15	5/1/15	398.71	86.30	1.00	7/15/15	928.65	859.95	910.28	6/11/15	162	15.31
usa	nTX	2015	2015_nTX	33.6898	-101.8253	CML341	test_genotype	Maize ATLAS	4/20/15	5/1/15	351.15	85.70	1.00	7/14/15	914.04	845.35	895.68	6/8/15	159	15.28
usa	nTX	2015	2015_nTX	33.6898	-101.8253	CML373	test_genotype	Maize ATLAS	4/20/15	5/1/15	367.91	86.20	1.00	7/15/15	928.65	859.95	910.28	6/9/15	160	15.29
usa	nTX	2015	2015_nTX	33.6898	-101.8253	LH123Ht	control_group2	Maize ATLAS	4/20/15	5/1/15	287.64	80.40	0.90	7/9/15	841.26	772.56	822.89	6/3/15	154	15.21
usa	nTX	2015	2015_nTX	33.6898	-101.8253	Tzi8	test_genotype	Maize ATLAS	4/20/15	5/1/15	266.38	85.40	1.00	7/14/15	914.04	845.35	895.68	6/1/15	152	15.18
usa	nTX	2015	2015_nTX	33.6898	-101.8253	Tzi9	test_genotype	Maize ATLAS	4/20/15	5/1/15	302.48	86.40	1.00	7/15/15	928.65	859.95	910.28	6/4/15	155	15.23
usa	nTX	2016	2016_nTX	33.6898	-101.8253	2369	control_group2	Maize ATLAS	4/25/16	5/4/16	283.11	71.00	0.60	7/5/16	772.21	726.02	792.52	6/2/16	154	15.21
usa	nTX	2016	2016_nTX	33.6898	-101.8253	CML10	test_genotype	Maize ATLAS	4/25/16	5/4/16	367.36	80.50	0.70	7/14/16	892.17	845.98	912.47	6/9/16	161	15.30
usa	nTX	2016	2016_nTX	33.6898	-101.8253	CML258	test_genotype	Maize ATLAS	4/25/16	5/4/16	379.34	82.90	0.70	7/16/16	912.03	865.84	932.33	6/10/16	162	15.31
usa	nTX	2016	2016_nTX	33.6898	-101.8253	CML277	test_genotype	Maize ATLAS	4/25/16	5/4/16	398.71	81.20	0.70	7/15/16	903.26	857.07	923.57	6/12/16	164	15.33
usa	nTX	2016	2016_nTX	33.6898	-101.8253	CML341	test_genotype	Maize ATLAS	4/25/16	5/4/16	351.15	76.90	0.70	7/10/16	841.96	795.77	862.27	6/8/16	160	15.29
usa	nTX	2016	2016_nTX	33.6898	-101.8253	CML373	test_genotype	Maize ATLAS	4/25/16	5/4/16	367.91	78.40	0.70	7/12/16	866.23	820.04	886.53	6/9/16	161	15.30
usa	nTX	2016	2016_nTX	33.6898	-101.8253	LH123Ht	control_group2	Maize ATLAS	4/25/16	5/4/16	287.64	73.10	0.60	7/7/16	800.95	754.76	821.26	6/3/16	155	15.23
usa	nTX	2016	2016_nTX	33.6898	-101.8253	Tzi8	test_genotype	Maize ATLAS	4/25/16	5/4/16	266.38	78.90	0.70	7/12/16	866.23	820.04	886.53	5/31/16	152	15.18
usa	nTX	2016	2016_nTX	33.6898	-101.8253	Tzi9	test_genotype	Maize ATLAS	4/25/16	5/4/16	302.48	78.20	0.70	7/12/16	866.23	820.04	886.53	6/4/16	156	15.24
usa	GA	2006	2006_GA	31.4337	-83.58499	B37	control_group1	MDR	4/3/06	4/11/06	248.57	64.00	1.00	6/6/06	738.31	672.49	749.58	5/3/06	123	14.30
usa	GA	2006	2006_GA	31.4337	-83.58499	B73	control_group1	MDR	4/3/06	4/11/06	300.39	63.00	1.00	6/5/06	726.27	660.45	737.54	5/7/06	127	14.41
usa	GA	2006	2006_GA	31.4337	-83.58499	CML10	test_genotype	MDR	4/3/06	4/11/06	367.36	75.00	1.00	6/17/06	892.78	826.97	904.05	5/14/06	134	14.59
usa	GA	2006	2006_GA	31.4337	-83.58499	CML258	test_genotype	MDR	4/3/06	4/11/06	379.34	78.50	1.00	6/20/06	935.09	869.27	946.36	5/15/06	135	14.62
usa	GA	2006	2006_GA	31.4337	-83.58499	CML277	test_genotype	MDR	4/3/06	4/11/06	398.71	71.50	1.00	6/13/06	833.74	767.93	845.01	5/17/06	137	14.67
usa	GA	2006	2006_GA	31.4337	-83.58499	CML341	test_genotype	MDR	4/3/06	4/11/06	351.15	74.00	1.00	6/16/06	879.45	813.63	890.72	5/12/06	132	14.54
usa	GA	2006	2006_GA	31.4337	-83.58499	M37W	control_group1	MDR	4/3/06	4/11/06	358.92	68.20	1.40	6/10/06	792.04	726.23	803.31	5/13/06	133	14.57
usa	GA	2006	2006_GA	31.4337	-83.58499	Tzi8	test_genotype	MDR	4/3/06	4/11/06	266.38	71.00	1.00	6/13/06	833.74	767.93	845.01	5/4/06	124	14.32
usa	GA	2006	2006_GA	31.4337	-83.58499	Tzi9	test_genotype	MDR	4/3/06	4/11/06	302.48	70.00	1.00	6/12/06	821.74	755.92	833.01	5/7/06	127	14.41
usa	cTX	2015	2015_cTX	30.538	-96.4257	2369	control_group2	Maize ATLAS	4/3/15	4/9/15	283.11	65.00	1.60	6/7/15	841.37	772.71	791.21	5/3/15	123	14.24
usa	cTX	2015	2015_cTX	30.538	-96.4257	CML10	test_genotype	Maize ATLAS	4/3/15	4/9/15	367.36	70.40	1.60	6/12/15	922.19	853.54	872.03	5/9/15	129	14.40
usa	cTX	2015	2015_cTX	30.538	-96.4257	CML258	test_genotype	Maize ATLAS	4/3/15	4/9/15	379.34	81.70	1.60	6/23/15	1097.56	1028.91	1047.40	5/10/15	130	14.43
usa	cTX	2015	2015_cTX	30.538	-96.4257	CML277	test_genotype	Maize ATLAS	4/3/15	4/9/15	398.71	71.80	1.60	6/13/15	939.09	870.44	888.93	5/11/15	131	14.45
usa	cTX	2015	2015_cTX	30.538	-96.4257	CML341	test_genotype	Maize ATLAS	4/3/15	4/9/15	351.15	69.80	1.60	6/11/15	905.48	836.83	855.32	5/8/15	128	14.37
usa	cTX	2015	2015_cTX	30.538	-96.4257	CML373	test_genotype	Maize ATLAS	4/3/15	4/9/15	367.91	73.00	1.60	6/15/15	970.11	901.46	919.95	5/9/15	129	14.40
usa	cTX	2015	2015_cTX	30.538	-96.4257	LH123Ht	control_group2	Maize ATLAS	4/3/15	4/9/15	287.64	67.20	1.60	6/9/15	872.72	804.07	822.56	5/4/15	124	14.27
usa	cTX	2015	2015_cTX	30.538	-96.4257	Tzi8	test_genotype	Maize ATLAS	4/3/15	4/9/15	266.38	72.80	1.60	6/14/15	954.43	885.77	904.27	5/2/15	122	14.21
usa	cTX	2015	2015_cTX	30.538	-96.4257	Tzi9	test_genotype	Maize ATLAS	4/3/15	4/9/15	302.48	69.90	1.60	6/11/15	905.48	836.83	855.32	5/5/15	125	14.29
usa	cTX	2016	2016_cTX	30.538	-96.4257	2369	control_group2	Maize ATLAS	3/28/16	4/6/16	283.11	72.70	1.20	6/8/16	881.80	801.46	782.67	4/30/16	121	14.18
usa	cTX	2016	2016_cTX	30.538	-96.4257	CML10	test_genotype	Maize ATLAS	3/28/16	4/6/16	367.36	79.20	1.30	6/15/16	998.88	918.55	899.75	5/8/16	129	14.40
usa	cTX	2016	2016_cTX	30.538	-96.4257	CML258	test_genotype	Maize ATLAS	3/28/16	4/6/16	379.34	89.40	1.30	6/25/16	1165.57	1085.24	1066.44	5/8/16	129	14.40
usa	cTX	2016	2016_cTX	30.538	-96.4257	CML277	test_genotype	Maize ATLAS	3/28/16	4/6/16	398.71	79.90	1.30	6/15/16	998.88	918.55	899.75	5/10/16	131	14.45
usa	cTX	2016	2016_cTX	30.538	-96.4257	CML341	test_genotype	Maize ATLAS	3/28/16	4/6/16	351.15	78.40	1.30	6/14/16	981.98	901.65	882.85	5/6/16	127	14.35
usa	cTX	2016	2016_cTX	30.538	-96.4257	CML373	test_genotype	Maize ATLAS	3/28/16	4/6/16	367.91	80.90	1.30	6/16/16	1015.69	935.35	916.56	5/8/16	129	14.40
usa	cTX	2016	2016_cTX	30.538	-96.4257	LH123Ht	control_group2	Maize ATLAS	3/28/16	4/6/16	287.64	75.20	1.20	6/11/16	930.24	849.90	831.10	4/30/16	121	14.18
usa	cTX	2016	2016_cTX	30.538	-96.4257	Tzi8	test_genotype	Maize ATLAS	3/28/16	4/6/16	266.38	83.30	1.30	6/19/16	1065.64	985.31	966.51	4/29/16	120	14.15
usa	cTX	2016	2016_cTX	30.538	-96.4257	Tzi9	test_genotype	Maize ATLAS	3/28/16	4/6/16	302.48	77.80	1.30	6/13/16	964.59	884.26	865.46	5/1/16	122	14.21
usa	FL	2006	FL06	25.5033	-80.50554	B37	control_group1	Panzea	9/22/06	9/26/06	248.57	64.20	3.10	11/25/06	857.40	793.99	787.57	10/11/06	284	12.46
usa	FL	2006	FL06	25.5033	-80.50554	B73	control_group1	Panzea	9/22/06	9/26/06	300.39	63.80	0.20	11/24/06	847.23	783.82	777.40	10/15/06	288	12.37
usa	FL	2006	FL06	25.5033	-80.50554	CML10	test_genotype	Panzea	9/22/06	9/26/06	367.36	70.10	3.10	12/1/06	933.57	870.16	863.74	10/19/06	292	12.28
usa	FL	2006	FL06	25.5033	-80.50554	CML258	test_genotype	Panzea	9/22/06	9/26/06	379.34	73.90	3.10	12/4/06	971.05	907.65	901.22	10/20/06	293	12.25
usa	FL	2006	FL06	25.5033	-80.50554	CML277	test_genotype	Panzea	9/22/06	9/26/06	398.71	69.50	1.10	11/30/06	919.40	856.00	849.57	10/21/06	294	12.23
usa	FL	2006	FL06	25.5033	-80.50554	CML341	test_genotype	Panzea	9/22/06	9/26/06	351.15	61.30	3.10	11/22/06	833.17	769.77	763.35	10/18/06	291	12.30
usa	FL	2006	FL06	25.5033	-80.50554	M37W	control_group1	Panzea	9/22/06	9/26/06	358.92	67.60	1.00	11/28/06	890.93	827.53	821.10	10/19/06	292	12.28
usa	FL	2006	FL06	25.5033	-80.50554	Mo17	control_group1	Panzea	9/22/06	9/26/06	277.97	56.40	0.90	11/17/06	804.89	741.48	735.06	10/13/06	286	12.42
usa	FL	2006	FL06	25.5033	-80.50554	Oh43	control_group1	Panzea	9/22/06	9/26/06	240.21	53.40	1.10	11/14/06	766.08	702.68	696.25	10/11/06	284	12.46
usa	FL	2006	FL06	25.5033	-80.50554	Tzi8	test_genotype	Panzea	9/22/06	9/26/06	266.38	68.10	1.00	11/29/06	904.61	841.20	834.78	10/12/06	285	12.44
usa	FL	2006	FL06	25.5033	-80.50554	Tzi9	test_genotype	Panzea	9/22/06	9/26/06	302.48	66.10	3.00	11/27/06	878.80	815.39	808.97	10/15/06	288	12.37
usa	FL	2007	FL07	25.5033	-80.50554	B37	control_group1	Panzea	10/9/07	10/13/07	248.57	62.50	1.30	12/10/07	850.15	785.36	759.91	10/28/07	301	12.08
usa	FL	2007	FL07	25.5033	-80.50554	B73	control_group1	Panzea	10/9/07	10/13/07	300.39	66.10	0.30	12/14/07	911.54	846.75	821.30	10/31/07	304	12.01
usa	FL	2007	FL07	25.5033	-80.50554	CML10	test_genotype	Panzea	10/9/07	10/13/07	367.36	70.80	1.40	12/18/07	955.72	890.93	865.48	11/5/07	309	11.91
usa	FL	2007	FL07	25.5033	-80.50554	CML258	test_genotype	Panzea	10/9/07	10/13/07	379.34	73.70	1.60	12/21/07	993.27	928.48	903.03	11/6/07	310	11.89
usa	FL	2007	FL07	25.5033	-80.50554	CML277	test_genotype	Panzea	10/9/07	10/13/07	398.71	72.60	0.60	12/20/07	981.20	916.41	890.96	11/8/07	312	11.85
usa	FL	2007	FL07	25.5033	-80.50554	CML341	test_genotype	Panzea	10/9/07	10/13/07	351.15	68.10	1.60	12/16/07	941.70	876.91	851.46	11/4/07	308	11.93
usa	FL	2007	FL07	25.5033	-80.50554	M37W	control_group1	Panzea	10/9/07	10/13/07	358.92	66.80	0.60	12/14/07	911.54	846.75	821.30	11/4/07	308	11.93
usa	FL	2007	FL07	25.5033	-80.50554	Mo17	control_group1	Panzea	10/9/07	10/13/07	277.97	60.20	0.40	12/8/07	822.27	757.48	732.03	10/30/07	303	12.03
